,epoch,train_loss,train_acc,test_loss,test_acc
0,1,2.1947368578832656,0.46815232273008,0.9156106300652027,0.612890625372529
1,2,0.8477091598706167,0.6955828783942051,0.672192944213748,0.7199218757450581
2,3,0.6222779262261312,0.7756147540983607,0.5626903511583805,0.7728515639901161
3,4,0.5687231675523227,0.7914674409100266,0.4999086409807205,0.806640625
4,5,0.47929592186310255,0.8196152096889058,0.40971154160797596,0.8498046882450581
5,6,0.4354516262890863,0.8411600638608463,0.5208378480747342,0.8011718764901161
6,7,0.40223022415989734,0.8509505918768586,0.38827768061310053,0.8429687507450581
7,8,0.36683859321914736,0.8614526410571864,0.3485442204400897,0.8644531257450581
8,9,0.31777789309376575,0.8843351543926802,0.45700625982135534,0.8234375007450581
9,10,0.30976575661878114,0.882769808417461,0.39052067045122385,0.8458984382450581
10,11,0.34271205717422926,0.873121585025162,0.4364652200601995,0.8357421867549419
11,12,0.29005264576341283,0.8929018671395349,0.3498825584538281,0.8630859367549419
12,13,0.2773477640308318,0.8934710836801373,0.3265525815077126,0.8873046860098839
13,14,0.2580433834771641,0.9016678049916127,0.35424254136160016,0.8625000007450581
14,15,0.2579383592380852,0.908356101786504,0.35748048312962055,0.8726562485098839
15,16,0.2378838515428246,0.9126252277952726,0.31122946459800005,0.888671875
16,17,0.22581849650281374,0.9143613391235227,0.319067366886884,0.8853515610098839
17,18,0.2158825395048642,0.9191712199664507,0.3146060239523649,0.8777343742549419
18,19,0.23220634900155615,0.9149305556641251,0.3221335047855973,0.8621093742549419
19,20,0.19733073220389788,0.9262579689260388,0.2923473082482815,0.8863281235098839
20,21,0.2204420644728864,0.9186589248844834,0.249898889567703,0.91015625
21,22,0.21776758329790147,0.9162112933690431,0.4598604878410697,0.8572265617549419
22,23,0.20953128267018523,0.9202527325661456,0.3525083279237151,0.8693359382450581
23,24,0.19819910976974692,0.91954121140183,0.3114112257026136,0.8734375014901161
24,25,0.189968612655753,0.9305555556641251,0.29863516334444284,0.8826171867549419
25,26,0.1913197222547453,0.9322916669923751,0.32607550267130136,0.8902343735098839
26,27,0.18761140413460184,0.9278233149012581,0.2775109941139817,0.8943359367549419
27,28,0.1699953332665514,0.9384392079759817,0.3495959648862481,0.88671875
28,29,0.1927494337079955,0.926087203573008,0.3895527673885226,0.8751953132450581
29,30,0.17793461888051423,0.9328608835329775,0.36031345650553703,0.8607421889901161
30,31,0.18303479785557653,0.9316655280160122,0.3118819044902921,0.8931640610098839
31,32,0.17681959900455396,0.9345400724254671,0.3241174998693168,0.8927734382450581
32,33,0.144779522155152,0.9415698999264202,0.2847784194163978,0.8980468735098839
33,34,0.1619631227289067,0.9413422131147541,0.2757819516118616,0.9039062485098839
34,35,0.14161155910276976,0.9463797817464734,0.29818945610895753,0.8957031257450581
35,36,0.14564553544413847,0.9431352459016393,0.3256204053759575,0.9021484367549419
36,37,0.1609111970565358,0.94043146586809,0.31509029073640704,0.8914062492549419
37,38,0.14030577266802552,0.949339708343881,0.38164807856082916,0.8898437507450581
38,39,0.1918889356807607,0.9294740440415554,0.3719428793992847,0.8767578117549419
39,40,0.1617627467532627,0.9380122950819673,0.34030337212607265,0.8859375007450581
40,41,0.13705252923193526,0.9506204460487991,0.37682297360152006,0.8714843764901161
41,42,0.15966443882369605,0.9407445358448341,0.35744095500558615,0.8845703117549419
42,43,0.15007735233082145,0.9424806461959588,0.29789638984948397,0.9015625007450581
43,44,0.13152571617946274,0.9465220853930614,0.2999679376371205,0.8986328132450581
44,45,0.12469171696021909,0.9519581052123524,0.31755568529479206,0.8943359367549419
45,46,0.1331100546006785,0.9520150276481129,0.36625910038128495,0.8816406242549419
46,47,0.1488573906912667,0.9424806461959588,0.3072669543325901,0.9029296860098839
47,48,0.13034266758649077,0.9501081509668319,0.36043197475373745,0.8873046860098839
48,49,0.14430891917865785,0.9421391164670225,0.32851802837103605,0.8898437507450581
49,50,0.14614132993289683,0.9440175314418605,0.29130630288273096,0.9068359360098839
50,51,0.13674552653168068,0.9480305099096454,0.29786361940205097,0.8990234360098839
51,52,0.14737791818429213,0.9468351543926802,0.3259072946384549,0.9052734375
52,53,0.11233579953674411,0.9570810560320244,0.2969693932682276,0.9068359360098839
53,54,0.10248681450964975,0.9593294624422417,0.3018912090919912,0.8908203132450581
54,55,0.11313915866442391,0.9559426229508197,0.39952653646469116,0.8738281242549419
55,56,0.13804561095159562,0.9500796902375143,0.35466306935995817,0.8996093757450581
56,57,0.12975407123077112,0.9518727230243995,0.32553584035485983,0.9019531235098839
57,58,0.12309691575584841,0.9483151181799466,0.32459376053884625,0.9044921882450581
58,59,0.12527816608303882,0.9522711751890964,0.3697689245454967,0.8728515617549419
59,60,0.12773327443931923,0.95138888867175,0.3256068592891097,0.9044921882450581
60,61,0.12682803825582148,0.9506773675074343,0.3293832130730152,0.9009765610098839
61,62,0.1177780213842138,0.9593863839008769,0.3493006872013211,0.8927734382450581
62,63,0.11034459217649992,0.9594433063366374,0.4012055294588208,0.8917968757450581
63,64,0.10483716403851744,0.9613786427701105,0.354311796836555,0.8986328132450581
64,65,0.12547899917012356,0.9577641164670225,0.3823209195397794,0.8898437507450581
65,66,0.11194383563687567,0.9585610198192909,0.3239705665037036,0.9093750007450581
66,67,0.1370998353498881,0.9498520034258483,0.3257627887651324,0.8996093757450581
67,68,0.10541292191406743,0.960980191582539,0.2713090954348445,0.9064453132450581
68,69,0.10664509667358438,0.9616917117697293,0.4172077593393624,0.8800781257450581
69,70,0.1423117537356791,0.9482297359919939,0.36745133716613054,0.8810546882450581
70,71,0.09839343120817279,0.9617486342054898,0.3344824886880815,0.8986328132450581
71,72,0.1091678729738857,0.959841757524209,0.37407957576215267,0.8921874985098839
72,73,0.10231069359378736,0.9612363391235227,0.37764695659279823,0.8999999985098839
73,74,0.09895444542291712,0.9669569672131147,0.3676901664584875,0.8849609382450581
74,75,0.10128133811178755,0.9610371130411742,0.36359717743471265,0.8839843757450581
75,76,0.11424687782638386,0.957963342549371,0.33836160972714424,0.8888671882450581
76,77,0.12628558336100618,0.9510473589428136,0.3940038797445595,0.8845703117549419
77,78,0.1233824001411434,0.9526127049180327,0.29382612043991685,0.9107421860098839
78,79,0.11119468386483486,0.9583617937369425,0.34468898782506585,0.8927734382450581
79,80,0.12592018487267806,0.9529826953762868,0.34245513938367367,0.8923828117549419
80,81,0.10147556296137512,0.9613786427701105,0.3398727932944894,0.9009765610098839
81,82,0.08964454330748221,0.9698315116225696,0.3978727860376239,0.8980468735098839
82,83,0.07375057327148855,0.9729052821143729,0.34627134073525667,0.8970703110098839
83,84,0.09052967463360458,0.9665585150484179,0.3586584716103971,0.8990234360098839
84,85,0.09126214327321189,0.9650216298025163,0.39289326034486294,0.8970703110098839
85,86,0.10373360327765589,0.9603540526061761,0.35899412957951427,0.8941406235098839
86,87,0.07686531904046653,0.9737306461959588,0.3811933947727084,0.9035156257450581
87,88,0.06674959486136671,0.9787966755569958,0.39335609739646316,0.8990234360098839
88,89,0.10425831145438992,0.9606102001471598,0.3868745705112815,0.9019531235098839
89,90,0.11632193679936596,0.9590448541719405,0.42170252930372953,0.8849609382450581
90,91,0.12718196394929632,0.9529257739176515,0.4391880389302969,0.8796874992549419
91,92,0.10020505459826501,0.9642531871795654,0.40433047781698406,0.8996093757450581
92,93,0.09423821191990474,0.9646516393442623,0.44833312556147575,0.8679687492549419
93,94,0.12139169012242165,0.9568249084910408,0.41959756426513195,0.8830078132450581
94,95,0.0850091586500162,0.9675831052123524,0.34091823175549507,0.8986328132450581
95,96,0.09570053531253925,0.9626593804750286,0.4260754678398371,0.8699218742549419
96,97,0.08853245892974197,0.9680384788356844,0.43233660887926817,0.9015625007450581
97,98,0.06762729488984971,0.9734175771963401,0.34581968327984214,0.9025390632450581
98,99,0.064954012265948,0.977202868852459,0.38758658058941364,0.8999999985098839
99,100,0.05984741582184053,0.9777151639344263,0.44577496591955423,0.8943359367549419
